rating,content
1,4일까지라드만 지금은왜신분증제출안되는데요
4,매우 편리해요
5,카뱅만씁니다 여러모로 편해서!!
5,어설픈 1금융보다는 좋네요
5,사용이편하고 빨라요
5,일반은행보다 훨 좋음
5,정말 편리해요~
1,그걸 사과하는거 보니 담당자도 작나봐
1,업데이가 안되네요ㅠㅠ
5,이체가 편해서 좋아요
5,생활이 편리해 졌어요 ^
1,점점 시중은행보다 구려지고 있음
5,너무 편해요ㅋㅋ
1,업데이트가 안되요? 왜
3,철저한 보안이 안심인 뱅크
1,계좌 송금이 몇달째만되는거냐
1,오류가 계속뜨네요
5,진짜 내 인생에서 가장 편한 은행을 만났다
1,사기꾼 이름하고 주민등록증 다눌럿는데 안됨
5,너무나 편리해요
4,편하고좋아요
4,편하고좋아요
5,참 유용한 뱅크에용..
5,은행앱쓰면서 짜증안난건 이게처음인듯하네요
5,사용하기 편해서 좋아요
5,"신속,간편합니다"
1,김동화 같은 ㅕ 아 오늘 너무 춥다
5,편해...그게 답이야
5,은행 갈 필요 없어서 좋습니다
5,유용하고 참 좋아요
5,수수료 무료 평생해주세요....제발요
5,무료서비스 감사합니다~
5,깔끔해요. 보안에 신경 잘써주시길..
1,본인인증하려고 주민등록증꺼내니 자기혼자사진 찍히고 잠김상태가되내요 ;;;
5,계좌 순서 변경 가능하게 해주세요....
5,편해요 ㅎㅎ 호호 히히
1,남혐기업. 돈 다 빼고 주사용 카드 잘라버렸습니나
1,앱 설치가 왜 안 되나요..ㅋ..
5,편하게 쓰고있습니다
5,감사하게 잘 쓰고있습니다
5,쉽잖아? 카뱅이잖아!
4,편하고좋습니다^^
5,너무 좋아요 최고임
1,논란 제대로 조치할때까지 1점
5,다른엡에비해서 엄청편해요
5,왜 다운이되지않고 대기중으로 될까요?
1,프사 바꾸는 거마다 오조오억배 흐릿해지는 거 ㄹㅈㄷ
1,꼴페미가 점령한 어플 굳이 안씀 ㅅㄱ
5,편하고 좋아요
5,너무 편리해요~~~
4,세이프박스 오늘 추가되는거 아닌가요.?
4,카카오뱅크 계좌계설자 나이제한을 만 12세로 낮춰주셨으면 좋겠습니다.
5,정말 좋습니다 최고의 은행 카카오 뱅크 !
3,신분증 인식률 개같네...ㅡㅡ
5,정말편하고 좋아요
5,넘좋와요. 넘버원
5,너무편하고좋아요
5,편하고좋아요
1,아니 주민등록번호랑 이름 다 맞는데 안돼네 아...
5,같지만 다른은행 강추!!
5,더욱더 발전하는 카카오뱅크 되세요~아자 ! ^^
5,최고의 앱 감사해요!!!!
5,첫만남이 각박하지 않아서 좋습니다
4,"괜찬은거같아요,좋아요"
1,메갈논란 후속조치 제대로 해주세요
5,사용이 편해서 좋아요
1,해킹에취약함 보안더더더세게강화
5,여러모로 편리합니다.
5,편리해요 엄청~~
4,깔끔하게 보기 좋네요
1,업데이트 엄청느림
4,잘 사용하고 있어요
5,편하고 좋아요
3,왜 다운로드가 안되나요?
3,14세 미만도 만들수 있었으면 좋겠어요
5,금리가 떨어져서 실망
5,편하고좋아요
5,정말 편리해요
1,실명인증이 안되서 지웠어요 요기만 안되네요
1,"카카오계좌 있는데 안뜸, 시키는대로 다했는데도 안됨. 답답함"
1,케이 뱅크가 더 좋다
1,나만 이상한게 아니였네 다음으로 넘어가질 않네
5,매우 유용합니다
5,아주 편리해요 😄
1,여러분 다 같이 토스 쓰러 갑시다
1,해외는 앱이 안깔리나요 안드7.0
1,직원 제대로 관리하자
5,좋아요ㆍ 매우유익하네요ㆍ
5,아주 편리해요
5,좋은 은행 어플입니다.
5,매우 유용함
1,사용경험이 좋지 않음
1,카뱅 다운로드가 안되는데 왜그럴까요?
5,편하고좋아요
1,메갈표식 후속조치 제대로 해라
1,개짜증 본인인증을 수십번해도 안됌
5,매우 유용함
5,진짜 좋아요 ㅎ 최고의 금융 회사요.
5,너무 편리해요
1,사기꾼들아 10~20만원씩 1000만 채워놧던 모든 고객들에게 보상다해라 아무런 대책없거나 보상 마음에 안들면 계좌 삭제한다 희대의 사기꾼놈들
5,마음 편해게쓸 수 있는 카카오뱅크...최고 입니다
1,굳이 욕먹어 가며 그런 문구쓸 이유가있음? 뭐 짤리고싶은건가
5,좋은 어플인거 같아요..
5,돈 관리하기 쉬워요
4,편하게 이용 할 수 있네요
4,보안에 더욱 더 신경써주세요!
1,만약에 문재가 생겼으면 카카오톡 고객센터분들 답장속도 느리니 1년만 기다리시면 됩니당
1,이 앱을 메갈 워마드가 지지 합니다
5,정말 잘쓰고있어요
5,아주 편리해요
5,굿굿 잘 어울리는 우리
5,편해요 송금료도 싸고
5,한국투자증권과 거래수수료가 없네요
1,왜 다운로드가 않되는거죠?
5,편리하네요 ♡
5,영문 이름 바로 수정 안되나요?불편 합니다.
5,저금통 기능이 생겨서 좋아요
1,기계가 왕인 카카오뱅크 카카오뱅크 전산이 정하면 고객은 그냥 따라야합니다. 젠장 !!!
5,아주 쓸만한 어플
5,또다른 은행 업무 빠르고 좋앙ᆢ
1,그 손모양 5번넘게쓰네요
1,다른은행다안쓰고 카뱅만썻엇는데 코인때매 케이뱅크쓰면서잘안쓰다가 메갈이미지보고 그냥탈퇴후삭제합니다
5,이체 잘못한거 다시 받을 수 있나요
1,페미뱅크는 필요없다
5,넘고맙습니다 좋아서요
5,간단히 송금 되어 좋습니디
1,후속조치 제대로 부탁드립니다.
5,인증 해도 써보질못함
5,참편하고 좋아요
5,편하고 좋아요
1,그 손모양 사과전까진 안씀
1,정말 공과사는 구분해야지 한두푼짜리 회사도 아니고 홍보포스터에 일개직원의 사상이 들어가면 되겟습니까? 카카오이름 걸고하는거면 카카오 위치에 해가 되진 않게 행동해야지
1,이율 계속 슬금슬금 내리는거 참 잘하시네 카뱅ㅋㅋㅋㅋㅋㅋ 세이프박스 0.5 실화? 양심없다 진짜
5,간편하고 좋아요
1,후속저치 불만으로인한 탈퇴
5,사용 하기에 최적입니다.
1,스마트opt 좀 등록해줘요. 무슨 인터넷 은행이 이렇게 보수적인지. 요즘 젊은 사람들을 못 쫒아가네
4,외국인이 2020년부터 카카오뱅크 사용 가능하는데 언제부터 가능할까여?
1,와 11시 5프로 특판예금 준다고 엄청 난리치더니 11 되자마자 선찬순 마감 이라네 ㅡ.ㅡ 사기 맞음
1,업데이트 왜 안뜸?
5,좋은 앱이라고 생각됩니다.
4,경험치 업그레이드
5,좋습니다 빨리 1급융되기를..
5,편하고좋아요
5,강력추천합니다
5,사용이편리하고간편합니다
5,아주좋아요 편하고 ㅎ
5,잘 사용하고 있어요
5,쓰기편해요~
5,수수료없고편리하다
5,편리한 금융
1,갑자기 카카오뱅크가 왜 안돼는거죠? 네트워크 오류라고 떠요
5,굿이에요. 수수료도 없고.
4,내 휴대폰에서 다른 사람 명의의 계좌를 등록 못하나요? 번호가 안바뀌네요
4,잘사용하고있어요
4,통장(계좌) 압류방지 신청가능한가요?
1,계좌개설 하는데 이름이랑 주민등록번호 틀리다고 계속뜨네요 최악
5,편하고좋아요
1,올바른 후속조치 바랍니다
5,솔직히 이만한게 있음?
1,아니 왜 18이하는 못쓰는 거임? 어이없네 저는 개인적 으로 차별이라고 생각하네요 뭐 18가 안되면 이 앱에서 못쓰는게 뭐라고
3,쉬운것같얘요
3,왜 설치가 안되는거죠...
5,간편하고 좋아요..
5,좋아요 활용도가높아요
5,항상잘쓰는 어플
5,좋은데 몬가 안지워짐
5,사용이 편하네요
5,편하고좋아요
2,가입 입력 중 주소인식이 안됩니다
5,편하고 빨라요
5,좋아요. 몰래꿈쳐두는 비상금통장
1,매갈카뱅. 탈퇴좀 쉽게합시다..
5,편하고좋아요~
3,알림커버 업뎃해주세요
1,여기도 메갈천국인가요? 명확하게 해명하고 조치하세요
5,효율적입니다
5,이거 사용해보면 딴 은행 어플 답답해서 못 씀
5,최공의 뱅크가족입니다 많은 홍보하고 있어요^^
5,유용하게잘쓰고있어요
5,여러은행중에 최고예요~
5,정보가 유용하네요
5,금융서비스를 실시간 이용가능하기에 좋네요
1,왜 다운이안되나요 ~~ㅋ
5,편하고좋아요~
5,쓰기 간편합니다.
5,주 사용으로 최고인듯
5,사용하기 편해서 좋아요
3,신용이 안좋은 사람은 대출이 아예 안되나요?
1,이미 있는 통장은 카카오뱅크와 연동이 안되는건가요? 카카오 뱅크에서 계좌를 만들어야 카카오뱅크 이용이 가능한 건가요?
1,업데이트 안됨
5,너무 편리해요
4,편하고 좋아요...^^
1,"메갈 옹호 포스터에 대한 해명이 필요합니다. 누가 언제 어떻게 무엇을 하였는가 육하원칙 모르나요? 이렇게 덮고 넘어가시면 카카오뱅크에 이득이실거 같으세요? 상세한 설명, 만일 회사 팀원일 경우 해고, 외주업체의 경우 손해보상 신청 등 확실한 후속조치가 없을 경우 사람들은 카카오 뱅크를 편향적인 성향을 가졌다고 생각할 수 밖에 없습니다. 신뢰가 가장 중요한 은행 아닌가요? 뭐 이러다가는 여성한테 이자도 몰아주겠네요?"
4,편리하고빠름
5,완전 좋음요~^^
5,잘 쓰고 있습니다. ^-^
5,카뱅 편리해요.
5,카카오뱅크 너무 편리한 은행이에요 최고
5,좋아요. 넘 편해요
5,이체시 편해요 대출도빨리되고요
5,너무조아요♡♡♡
5,빨라서 좋아요. ㅎㅎ
5,입금송금 모두 편하네요
5,편하고 좋아요
5,아직 사용은 못해봤지만 카카오에서 하는거라 믿음이 갑니다
1,페미 관련 대응 제대로 하고 전수 조사 해서 해당직원 해고 해라
5,간편해서 참좋네요
5,다른은행보다 편하고 좋아요
4,간편해서 좋아요
5,아주편하게쓰고있어요
1,GS25 보고도 이러는 이유가 대체 뭡니까..
5,너무 좋아요 ^^
5,캐시백도 쏠쏠합니다
5,지금까지이런뱅크는없었다.
5,수수료 업는 카카오뱅크 너무 좋아요
1,광고나 내리쇼
5,사용하기 편리합니다
5,정말 편리하다
3,만 17세이상 신분증 소지자인데 계좌 개설이 안 되나요?
5,카카오 항상 감사합니다
5,간편하고 좋아요~
1,한도제한계좌 빨리 풀어주세요
1,우연히 왔다가 1점 드려요. 페미라니 ㅠㅠ
5,좋네요 간편하고요
5,편리함 좋아요
4,이용편의성이 좋음
1,몇시간째인가요!진짜 환장하겠네
5,너무너무 좋아요~~~~😀😀😀😀😂😂
5,간편해서 좋아요
1,분명히 타 은행 ATM에서도 수수료 무라고 광고하시던데 농협에서 수수료 700원 떼던데요? 그냥 광고성 거짓말이였던 건가요?
1,어플을 깔 수 없다고 하는데 어떻게 하나요 ㅠㅠ?
1,탈퇴할라니 귀찮게 뭐 해라 뭐해라 해서 그냔 삭제만 했는데 블라인드 글 보고 다시 설치해서 탈퇴합니다 ㅎㅎ
1,업데이트 안됨
5,잘 사용하고 있어요
4,비밀 번호 기억 상실 자주 발생현상
1,여기가 페미뱅크인가요? 어제 광고그림 삭제하고 아무일 없는척 하시는데 해명이나 해당직원 징계도 안하고 시간이 지나면 해결된다고 생각하나요?
5,좋아요 푠해요 자주 이용햐유
5,정말잘쓰고있어요 간편!!!
1,탈퇴 어떻게 합니까? 남성의 목소리만 듣는 기업 불매하겠습니다. 이모티콘 논란 관련 선택적 피드백으로 인한 기업 이미지 하락이 이유입니다.
5,사용하기우주편합니다
5,너무너무 좋아요
5,너무너무편해요!!
5,사용하기 편해서 좋아요
5,최고 말이 필요없음
1,직원관리좀 똑바로하세요. 페미 좀 작작묻히시고 ^^
5,모두다 유용해요
1,업데이트가 안되네요
4,편해요 좋아요
1,페미옹호 기업이었나 안그래도 잘안쓰는데 이참에 삭제다
5,카카오뱅크 너무 편해요
1,메갈표식 논란 제대로 후속조치하고 공지 부탁드립니다.
1,안씁니다 ㅋㅋ 대체제는 이제 많으니까요
5,간편한금융서비스
5,빨리 해외진출 ㄱㄱ
5,매우 만족함
5,시중 은행 어플중 가장 깔끔한듯 합니다.
1,업뎃이 안됩니다.
4,쓰기 편해요
1,카카오뱅크가 열리지않아요 앱오류인가요 카카오의 기술의 역부족 문제인가요 빨리해결해주세요
5,그냥 소소한 은행업무는 딱 조아요~~
1,메갈 디자이너 사용
1,후속조치까지 꼭 제대로 해주세요
1,쓰레기같은 페미메갈앱. 이제부터 안쓴다.
5,몇년째 잘쓰고있습니다
5,입출금 무료 계속되길
5,편하고 빨라요
1,최악의 뱅킹앱 시중은행대비 대출 금리 비싼건 덤 기타 금융상품도 매력이 없음
5,실생활에 도움이 많이됨.
3,해킹어쩌고 이런 문구뜨던데 위험할거같아서 돈 다른곳으로 옮겼어요.
5,편하고 빨라요
3,잘 이용하고 있어요
5,편리하게 부탁드려요
5,2.0 업뎃 맘에 듭니다!
5,어디서나 입금 출금 무료 간편 이체기능
1,업데이트하라는데 안되여
5,펼리하고 좋아요^^
5,좋은 웹 입니다
4,간편하게 좋아요
5,편하고좋아요
2,왜 이름이랑 주민 번호 다 맞게 썻는데 안맞다고 하네요
1,카뱅 브랜드를 믿고 한국투자어플 콜라보 이벤트 참여한건데... 어플 복구되면 카뱅 계좌까지 같이 삭제해 버리겠습니다ㅡㅡ 어떻게 저런 쓰레기 어플이랑 콜라보를 하죠...?
5,편하구 좋아요.
5,유용해서좋네요
5,정말 최고입니다^^
1,왜 다운로드가 안되죠?
1,체크카드색상이2가지밖에뜨지않는다 녹색이뜨면별5개줌
5,아주 좋아요~~~^^
5,카뱅은 언제나 좋아용♥♥
5,편하고좋아요~^^
1,업데이트 안됨
5,편리함 좋음
5,좋은 어플 이내용
4,간편하고 좋아요^^
3,아직 자녀가 아직 만17세 미만인데 보호자의 계좌로 개설하고 그 계좌를 자녀에게 줘도 되나요?
5,간결 신속 보안 최고의 은행
5,"완벽한 은행앱, 우리나라 모든 은행사가 본받아야할 앱 퀄리티"
5,이시대 최고의 온뱅
4,은행을 가지 않아도 되서 좋아요
4,잘사용하고있습니다
5,잘 해결됬어요 굿
4,잘사용함.
5,아주 베베리 굿입니다.
5,모든 은행을 이용 할수 있다는 사실 ㅎㅎ
5,완전완전 쪼아요!!!
1,왜 다운로드가 안되는가요???
5,세이프박스 한도좀올려줘요.한도 천만원 넘 적음
1,내가 지금 7일동안 신분증 인증중인디 고객센터고ㅜ뭐고 아무도대책이없다
1,인증번호5회틀리면 전화문의하는거 열받네요
4,사용하기가편해서 좋아요
5,너무좋습니다 ㅎㅎ
5,여기서 발급받는 카드랑 카톡에 뜨는 카카오카드랑 다른점이 뭔가요?
1,빠르도편리함
5,사용이 편리함
1,손가락모양 제대로 해명헤주세오 계좌 다삭제하기전에
3,처음이라 아직 잘 모름.
5,수수료 없어서 맘에 들어요
3,아이들도 보호자 동의 하려 사용하게 만들어주세요
1,명확한 후속조치 바람
5,돈관리하기 편해짐
5,아주 좋아요^^
1,진짜 거지같네; 조만간 계좌 없앤다
1,페미들 바글바글한 우리 카카오뱅크 별점이라도 낮춰야 정신을 차리지...
5,생각보다 유용성이 많음
5,송금.결제등등 넘편해요.
3,업데이트가 왜 않되나요?
5,좋아요 근데 대출이 힘듬
5,좋아요 편해요~^^
1,페미 기업입니다 본인돈 페미밥값.집값 차값 되고싶습니까?
1,불편합니다.디자인도 신경써주세요.
5,카카오뱅크 정말 편해요^^
5,지금까진 편한거 같음
1,카카오뱅크 메갈 페미논란 오해의 소지요...? 이거 뭡니까요.?? 옆회사보고 정신못처리셧나 그렇게 대응하게 ㅋㅋㅋㅋㅋ
5,나도 미니 만들고싶은데 늙어서 못하네....ㅠㅠ
5,정말좋조와요 추천합니다
1,유도리 융통성 1도 없는 은행.. 카카오 요즘 너무하는거 같네요 진심.. 신분증 사진인식 안되면 거래제한 신분증 재발급 받으라고ㅋㅋ 말이됨?ㅋㅋ 재발급 기준을 왜 님들이 판단함? 본사가서 진짜 확인시켜드릴까요?
5,잘 사용 중입니다.
1,돈받는데 왜 이 앱을 깔아야하나요
5,간편해서 좋아요
5,조아요 아주편하고
4,잘 이용하고 있습니다...
1,신분증 사진 찍다 열받아 그만 둠
5,사용이 편해요
5,잘쓰고 있네요
5,업데이트가 안돼요
5,은행앱중 제일좋아요
5,안녕 하세요 너무편리해
1,메갈표시 후속조치 제대로 안하냐?
1,5% 이벤트 신뢰가 가지않는 마감 열 받어 죽겠 읍니다
3,세이프박스에 잔액표시 기능좀 넣어주세요.
5,너무 편리합니다
1,와 개빡치네. 인간적으로 주사위굴리기 매주 1만 나오는거 어이가 없네요 차라리 주사위 모양으로 만들질 말던가.. 매주 농락 당하는 기분입니다.
1,이벤트로 고객정보 빼내고 우롱하고 3류네요 3류
5,간편해서 좋아요
5,편하니 좋네요
5,일단 스피드 ㆍ
1,업데이트 안됨
5,은행중에 최고입니다.
5,편하게 잘 되어있어요.
5,최고의 선택이라고 생각
1,사진인식이 아예안됨ㅋㅋ 거의 사기급
5,좋고 편해요
1,일베샊들보다 더 혐오스러운 메갈
1,업데이트가안되요ㅠㅠ
5,은행계좌보다 관리가 편해요
5,사용하기 편해요~
5,간편해서 좋아요
5,간편해서 좋아요
5,간편해서 좋아요
5,간편해서 좋아요
4,간편해서 좋아요
5,너무너무좋아요
5,겁나편하고 좋음
5,너~무 편리해요
5,어디서나사용하기편리함.
5,정말 편해요 ^^
5,편합니다 좋구요
1,수수료가 높다
5,무지하게 편함!
5,잘 사용하고 있습니다.
5,편함 최고임
1,왜 자꾸 광고 전화야 짜증나네 카카오뱅크
5,업계 1위인데엔 이유가잇네
5,좋아요 정말좋아요
5,수수료없어 젤로 좋음
1,신분증인증 개등신같음
5,잘 쓰고 있어용
5,이용 편해서 좋아요
1,웹디자인업계에 메갈 남혐사상에 찌든 여자들이 많다는건 알지만 카카오정도 기업이라면 어누정도 눈치가 있어야하는거 아닌가요?... 아니면 카카오도 같은생각?..
1,굳이 일러스트를 넣고 싶으셨군요 ^^
5,너무 좋아요.사랑합니다
5,편리해서좋네요
5,편리하네요~~~~
5,간편해서 좋아요
5,사용하기 편리해요
5,편안해요^^
5,잘쓰고 있어요 네
1,직원들이 탈퇴 얼마나 하는지 보자고해서 탈퇴했어요.
5,카뱅만큼편한게없지
1,다운로드대기를 언제까지합니까???
5,"너무좋음,!!!😎"
5,쓰기편하교 좋아요
1,디자인 논란 해명하시기 바랍니다
1,설마 GS처럼 페미 보호하며 입싹닫으려는거 아니죠? 신한에서 카뱅으로 넘어왔는데 이사건관련 직원 책임 안물으면 계좌 돈 다 빼고 다시 신한가렵니다 ㅅㄱㅇ.
1,아니 지금 국민들 우롱하는겁니까 남혐 조장하는 표식이라고 이슈가 되고 있는 문제를 카뱅 제대로 사과하고 조치 안하면 카뱅 안씁니다
1,좋은데 부모님때문에....
5,수고많으셨어요 좋아요.
5,저렴하고 좋으네요
3,카톡계정연결시 멈춤현상 해결좀 s8
5,사용이 편해요
5,진짜 같지만 다른은행입니다 카카오 뱅크 짱짱!!
1,기업에서 특정 사상을 내세워 광고하는데 이게 공산당이지 기업입니까?
5,쉽고빠른카카오 나무좋아요 👍
5,좋아요. 만족~~~!!
5,너무 편리하다
5,"계좌개설하는데 이름이랑주민번호는 다맞는데 왜안돼죠?ㅠㅠ알려주세요. ,그리구 전 생일이지나서15살이니깐돼죠?"
5,잘 사용하고 있어요.
1,인증방식이 쓰레기임
1,업데이트작작하자
5,아주 좋습니다 ㅎㅎ
5,아주편하고좋아요
1,논란에 대한 제대로 된 설명도 없고 후속조치도 안하시네요 열심히 그쪽분들 상대만 하십셔
4,2년째쓰고있는데 좋아요~
1,아니 신분증 인증이 안도ㅓ요
5,쓰기 편해요
1,설치가안되네요..계속오류
1,페미앱이다 편하면뭐하노 무시하는데 ㅉㅉ 줭궈기업 이미지라 별로임
1,주소가 입력 안됨.4시간동안화났음
5,1.18 저금통 업데이트 왜 안떠요?
5,강력추천!!!!~~^^
5,넘편하고 좋아요
5,완전 탁월하군요..
5,태클 라스트 p80x 기기호환좀 해주세요..지발~~
5,잘쓰고 있습니다^^
1,개인사상 표현의 자유가 있다면 광복절에 일장기 그려도 되겠네요? 개인의 사상을 기업의 이미지에 끼워 넣는다는 것 자체가 말이 안됩니다..페미 고객들이랑 열심히 짝짜꿍 하십셔
5,사용하기 편리
1,정말최악이에요
1,다른 카드 파러 갑시다!
1,최악의 무거운앱
5,사용하기 편하네요
1,쓰레기네~ 시스템 개젓같음
1,왜 다운이 안되는겨
5,간편하니 좋네요
1,신분증만10분찍다 삭제했다 에휴
5,중앙안전관리청세종청사
5,잘 사용하고 있어요.
4,편리하다 빠르다
5,급할때 빌리기좋아요
1,아니왜 다운로드가안댐..
1,인증 왜 안되는거죠?
5,사용하기 제일 편함
5,완젼편합니다.
5,사용성은 최고에요
1,개카오 너무 싫어요 좌파기업
1,갑자기 타은행에서 카드넣고 입금하기가 안됩니다 왜 이런건가요?
1,멀리안간다 k뱅크도 같이쓰고있거든ㅋㅋ
4,사용하기좋아요!
5,이거 하나에요 감사합니다
1,쓰레기 앱 계좌 만들지도 않았는데 단기계좌걸림 채팅봇 상담사는 앵무새 데려다 논거같고 말이 안통함 이게 1금융이지
5,조간편하고좋아요
1,이런 개양아치들 이벤트 알림 강제로 진동하게 만드네? 니들이 그래서 욕처먹는거다 양아집단
5,"간편,편리함"
1,우리는 더 이상 바보같이 당하고만 있지 않는다
5,아직까진 좋음.
3,일단 사용해보기...
1,왜 미자는 안되나요.... 보호자 동의시 미자 가능하게 해주세요;;;;
1,거지같음 신분증 개 인식 못함 개빡
5,아주 나이스 입니다^^
1,일시적오류로 안됨 걍 다른은행거 만들어야지
5,뭐 불편한게 없음
1,신용등급올리기 공인인증서 인증 후 46퍼센트에서 앱 종료 증상 나타납니다. 기종:SM-G970N
5,획기적이다
5,이용하기 편해요.
5,지금 카카오 뱅크앱이 폰에서 안보이는데.. 저만그런가요?
1,다운로드가 안되네요..ㅜㅜ
5,너무너무좋아요
5,간편하고좋아요
4,간편하고좋아요
1,이거 왜 전번 바꾸기가 안돼죠
2,환불된 돈은 왜 다시 입금 안되는가요
1,가입 대충 좀 합시다
2,이율이 점점 별르임
4,계좌순서 변경이되었으면좋겠습니다
1,이게 그 유명한 메갈뱅크 인가요?
5,하나부터 열까지 빈틈없는 카카오뱅크 짱!!
1,왜 카카오페이지 케시 안 줘요!!?
1,청년 맞춤형 전월세대출은 언제쯔음.. 다른 은행 상반기에 오픈할때 작년하반기오픈이라더니 깜깜무소식
5,카뱅 신선하고 재미난 은행 ^^♥
5,현재까진 만족
4,수수료없어서좋아요
5,만 14세 미만도 부모님 동의 받으면 계좌 건설 할수 있게 해주세요
4,현재 만족 중!
5,최고의금융서비스
5,감사.고맙습니다~★♥^_^
5,아주편하고좋아요
5,모임 경비관리 좋아요
1,카카오캐쉬 안줌. 낚였음ㅡㅡ은행에서도 안하던 신용등급 처음으로 조회했건만ㅡㅡ
5,완전 좋아요
5,간편해서 좋아요.
1,니들이 포스터에 먼짓한지 알거다 서비스도 개판이네
5,너무재미있어요
1,멈춘다.충돌인가.사용못하고 있다
5,너무 편해요.
5,정말 편했어요
5,너무 좋아요 ㅋㅋ
1,한시간째 업데이트중입니다. 오늘안에 될까요?
5,써보면.. 알아요. 왜 5성인지. ㅎㅎ
4,써보니간편하고좋아요
5,수수료가 없다
5,조아요 아주편리합니다
5,좋음. 이런 인터넷뱅크가 나와야 금융산업이 변함
1,메갈 관련 후속조치 똑바로 하세요.
1,외국인이 계좌 개설 못 하네요 ㅠㅠ 아니 대체 왜 외국인들이 못 쓰게 해요?? 외국인들도 다ㅏㅏㅏㅏㅏㅏ 카카오뱅크 계좌 갖고 싶단 말이요!!!!!! 리뷰 좀 보세요 제발
1,때가 왔다 1점 수호대여.... 이곳에 집결하라!
5,이용하기편해서좋아요..
1,페미 포스트 제작 관련자 처벌하세요. 계좌해지 다했습니다 카카오선물도 이용하지 않겠습니다
4,카카오 카드mini 재발급 받으려는데 어떻게 해야하나요??
5,참 편한 1금융 플랫폼
1,정신나간 마케팅
1,다른외부기관 정보받는대놓고 대출이건 신용등급올리는거건 49퍼에서 안올라감
5,편하고 좋네요...
1,공과사도 구분못하는 회사는 오래못갑니다 개인사상을 회사이미지에 표현한거에 대한 처벌을 부탁드립니다
4,최초의 모바일 뱅킹 ? 금융생활을 바꾸었다고 생각됩니다 번창하기를
5,너무 좋내요
4,편리하네요
2,현재 카카오뱅크 로그인이 안되는데 저만 그런가요?
1,GS25 남혐해서 CU한테 1위자리 빼앗긴걸보고도... 더러워서 네이버통장으로 갑니다. 당신들같으면 고객비하 하는 기업 이용하고 싶겠소? 메갈은 여자일베랑 동급인데 대기업이 정신이 돌았나보네
5,카카오뱅크 쉽고 사용이 편한 은행
5,간편해서 좋아요.
4,메인화면에 전체금액 총합 뜨게해주세요.
5,좋아요 돈 관리하기 이자도 받고
5,아주 좋아요 최고^^
5,잘쓰고 있어요~^^
5,너무 좋아요ㅎㅎㅎ
1,모두다 소리질러 메갈뱅크
4,사용전 사용해 볼게요
4,잘쓰고 있어용~
5,잘쓰구있어요^^
1,"왜 제 신상 어쩌고를 못 확인하나요 왜?!?@?@?!?!,#?#&@,'"
5,편리하군요
5,오프라인은행앱보다편리해요
1,왜 다운로드가 안되나요
3,왜 유심이 없는 곳에서는 왜 안되나요 유심이 없어도 되게해주세요
5,간편해서 좋아요.
2,제휴 신용카드 그만하고 자사 신용카드 만들어라
1,별하나주기도 아깝습니다
1,손가락 장난 게시글만 삭제한다고? 적금 빼고 다른 은행으로 갈아타기 직전 지켜보겠음
5,좋아요 편해요
5,언제나 좋습니다
3,튕겨요 아예 안 들어가져요
5,사용하기가 편해여
5,잘 사용하고있습니다
5,",편리하네요.감사함니다"
1,아니무슨 생년월일 맞는데 계속 틀리다고 하면 어쩌라는 겁니까?
5,카뱅이랑 카카오페이랑 통합했으면 좋겠음
5,외국인도 만들수있나요
5,어플 참 깔끔해서 조음
5,절대로 돈빌려주기싫다
5,카카오뱅크는 신불자일경우 일반은행처럼 출금정지 안되나요?
5,카카오뱅크는 사랑이야!!
5,너무 좋아요^-^
5,카카오뱅크 최고👍 절때 다른 은행과 거래 안함. 오직 카카오뱅크!!
5,편하게잘쓰고있어요
5,유일하게 대출해줌 ㅎ
5,전쓰기 넘나좋음
5,생각지 못했던 편리함
4,너무 좋아요^^
5,완전 편리한 은행 카뱅
1,최근 페미논란된거 디자이너 조치 해주세요
5,기존 대형은행들은 반성해야 한다.
1,용량이너무커요
4,이거 몇살 이상부터 카드 만들수있죠?
2,어떤폰이 된다는거임
4,아직까지 잘 몰라요
5,간편해서좋아요
1,본인들이 더 잘아실듯
5,잘 사용하고 있습니다
3,모임통장 입출금 알림설정좀 해주세요
5,좋아요 매력있습니다
5,상당히 만족해요
5,사용하기 젤 편해요
5,편리하네요~
5,뱅킹 중에 최강자
1,제발 부탁인데 느자구 없는 선착순 이벤트는 좀 지양하자 사람 몰려서 앱 접속자체가 안되잖아 그거 때문에 일반업무 보는 사람들이 피해본거 어떻게 보상할래 앞으로 개작같은 선착순 이벤트는 하지마라 진짜 개짜증나니고 토악질 나오니까 이자 5%로 낚시질 오져버렸네
5,넘좋아요 강력추천 빨리 빨리 카카오뱅크 계좌를 개설하세요
4,업데이트 안되네요
5,정말 편한 은행
1,특판이 이렇게 10시50분부터대기햇는데 ㄹㅇ실화? ㄷㄷ...일딴카뱅좀되게해주세요 업무못봄..
1,네트워크 연결 왜이럼
5,편리하네요
1,미쳤니? 미친거니? 고객님들 돈 가지고 장난하냐? 상담까지 막혀있네? 돌았니? 니네 서버가 무슨 쿠크다스니? 똑바로 해명해라.
1,뭘 자꾸 기다리라고 하는겁니까? 신분증 확인 될때까지요? 진짜 열받네요. 카카오뱅크 이래서 싫어합니다.
4,저금통기능 주세여
1,계좌개설하면 만원준다면서 왜안줘요?
5,설치가 안되는데 왜 이러나요?
4,사용이 편해요
1,메갈뱅크. 해지하고 삭제함
5,너무 편해요
5,너무 좋아요 ㅎㅎ
