,content,label
3646,카드를 발급 받았는데 아직도 배송중이라고 뜨고 카드 비밀번호를 잘못 입력해서 다음날 다시 돼는 줄 알고 계속 해봤는데 안 되길래 카카오톡고객센터로 카톡 해서 1시간 뒤에 등록 된다길래 1시간 뒤에 봤는데 등록이 안 되어있네요..,0
14544,쩝..주소가 검색이 안되네요..ㅡㅡ,0
13377,편안하니 조으네요,1
2576,업데이트 속도 너무 느려요,0
763,"카카오뱅크‥너무 좋아요~~!!! 뭐 사용하기 제일 편리하면 최고아닌가요? 적금이자는 제일높고, 대출이자는 제일낮고‥ 모임통장도 너무 편리해서~~ 결국은 은행 일때문에 골치아픈 일이 해결되는 일석다조인듯합니다‥ 저는 많이도움을받아서 감사드립니다‥",1
15241,앱 종료후에도 다른 금융 앱들에 비해 V3가 제법 오래 남아있습니다.,1
8385,👍,1
919,신분증 인증이 안된다며 가입이 되지 않습니다 다른 사람들도 불편함을 호소하는 것 같은데 하루 빨리 해결해주셨음 좋겠습니다.,0
5391,사용하기 편해서 좋아요,1
14823,4차 산업혁명의 시작,1
8856,편해요,1
9977,굿,1
8156,좋아요,1
14177,기대 되네요,1
11225,좋아요,1
14149,카드해지하려고고객센타에전화해도전화도안받고....,0
7521,최고예요^^,1
14124,왜 실명 확인이 라고떠요? 등록번호도 똑바로했는데,0
2718,쉽고 편리합니다,1
2849,재미있고 편리하고 자꾸 이용하게 되는...,1
8446,참편합니다,1
11248,최고,1
7588,제일 좋아요 카카오팽크,1
9679,GOOD~!,1
5874,써보니간편하고좋아요,1
7669,편리해요,1
3972,자그마한 돈이 목돈이 된다는거~ 신기하죵? 1주에천원씩~그담주에 2천원. 귀여운 이모티콘이 칭찬하여 준담니당~ 저는요 초창기 멤버이지요? 갑자기 돈이 필요할땐 내돈 내가 빌려쓰지요~ㅎㅎ 이런 아이디어를 내신분께 열광의 박수를 보냄니다아~,1
16746,오래걸림..ㅡㅡ,0
2722,정말 간편합니다. 기존은행권들도 좀 배우시길,1
14156,실명확인때부터 오류나요 ;;,0
5867,너무재미있어요,1
14656,실명확인할려고 등본까지 찾아서 확인하면서 입력 했는데 계속 오류만 뜨고 주민등록번호 제대로 입력해도 안되고 1:1문의는 되지도 않고 자주 찾는 질문에도 안 나와있네요. 10회나 오류가 뜨고 혹시나 해서 가족으로 했는데도 안되는 걸보니 오류인 것같습니다. 수정 부탁드려요,0
11947,굿~~~,1
4135,편리하게 사용할수 있어요,1
5337,편리성 최고,1
4614,"모임통장에 입출금 발생시 구성원들에게 알림이 가면 좋겠습니다 지금 일일이 별도 카톡으로 보내주고 있습니다 그리고, 카뱅이나 체크카드에서 아파트 관리비를 낼 수 있으면 좋겠습니다",1
329,기기 초기화 후 다시 사용하려고 들어가는데 주민등록증 사진을 찍고 내용 모두 확인 후 다음을 눌렀으나 오류가 뜨며 종료되어 여러번 시도했더니 잠겼습니다. 아직 20살도 안 되어서 공인인증서 발급도 어려운데 대체... 딱 고3이라 주민센터 갈 시간도 없고 코로나에다가 딱 수시접수기간이라 카카오뱅크 계좌 쓸 일이 많은데 어떡해야 할 지 막막하네요. 고3에 이렇게 서러울 줄이야... 제발 본인인증 다른 방법 좀 추가하세요...,0
16717,너무편해요 5점만점에 10점!!!,1
8554,좋아요,1
12890,편하고 좋아요.,1
9943,좋아요,1
1647,아니 뭔 신분증촬영을 어떻게 쳐 찍어도 오류나고 꺼지고 열받네요,0
3889,솔직히 통장 쉽게만들고 적금같은거 쉽고 너무좋은데 사기꾼들 죄다 카카오뱅크로 만들고 내가 그거에당해서 짜증남 다른은행은 사기로신고되면 정지도 되고 그명의로 통장못만들게 해주는데카카오뱅크에 전화해서 물어보니 여기는 그런게 안된데 그사기꾼놈이 계속 여기껄로 계좌만들어서 여전히 카드는안받고 계속사기치는중 ... 사업자도 가짠데 홈페이지 운영도되고 구속도안되고 계좌도 잘만들어지고 사기치기좋아 ^^,0
4207,갈기를 잃은 슬픈사자. 카카오라이언 으로 결제를 자주하고 이용할때마다 늘 생각합니다. 진짜 다른 은행이더군요^^,1
5603,여기가 페미뱅크인가요? 어제 광고그림 삭제하고 아무일 없는척 하시는데 해명이나 해당직원 징계도 안하고 시간이 지나면 해결된다고 생각하나요?,0
9253,좋아요,1
7218,매우좋아요,1
12759,좋아요,1
4906,"카카오뱅크, 홍보물 ‘손 모양‘ 남혐 논란 / 담당자 징계절차 제대로 진행하기 전까지 사용안한다 손절이다",0
15015,아주좋아요  일단넘편해서..,1
7720,굿이에요 굿,1
2451,더할나위 없이 편리하고 믿음이 더 합니다.,1
15152,"오랜만에 리뷰 쓴다. 진짜 개썩었다. UI를 떠나서 앱도 무겁고 트래픽 관리도 전혀 안한다. 페메, 라인이 어서 카카오 뭉게 주었으면 한다. 카카오미용실이나 하게...",0
3459,불안하다 카뱅 해킹앱 감지 어쩌고 떠서 재부팅했더니 접속되서 바로 다른 계좌에 전액 이체하고 이제 안쓸련다,0
12349,"무슨 툭하면 기기 등록하라고 하나요 매번 장난하는것도 아니고 상담원도 답없네요 앱실행 할때마다 기기변경떠서 앱삭제 했더니 앱깔아서 
삭제하라고하고 신븡증 인증만 하라는건가 그거 하기 싫어서 해지하는건데ㅡㅡ",0
10635,편함,1
5192,여기도 페미논란 떴네요 해당직원 처벌도 일절 없고요 gs랑 똑같은얘들입니다,0
8010,넘 조아요,1
5360,편리하다 빠르다,1
7914,메갈기업 거른다 토스로 가자,0
17089,좋아영,1
16235,좋아,1
1743,해외송금하기를 매달했는데 자동업데이트후 송금하기가 안됩니다 제발 마음대로 업대이트하지 마세요 너무불편합니다 짜증난다 으흐~~~~~,0
3806,아주 편리 합니다..^^,1
10923,좋습니다.,1
4506,업데이트가. 안됩니다. 왜그럴까요?,0
5500,간편하고 좋아요,1
13491,자꾸인증오류요 당췌 뭐가 문제인지,0
14145,이체한도증액한다니까 재직증명서가 안된다니  개빡돔 몇번 일을 시키는건지...하.......안쓰고 싶어짐,0
460,카카오뱅크 너무 편리해서 잘쓰고 있습니다. 근데 한가지 정말 아쉬운 점이 가계부 같은 부가기능도 서비스 해주셨으면 좋겠습니다. 카카오가계부 같은 앱으로 자산관리를 더욱 편하게 할 수 있으면 좋겠습니다!,1
9154,굿뜨,1
7077,최고로편리함은행,1
9765,좋아요,1
14074,신용등급 이상업는 회원입니다.,1
17635,😃,1
1245,카드를 잃어버렸을때를 대비한 일시정지같은 기능이 있으면 좋겠네요,0
7657,왜안들어가지나요?,0
11963,사용하기 간편하고 복잡하지않고 여러가지 조건 따지지 않고 단순해서 너무 좋음.,1
632,"복잡한 메뉴관리가 조금 아쉽고, 첨에 부각했던 온라인뱅크의 수수료 장점은 옛날말이 된거같음",1
15460,주민번호 맞게 입력했는데 왜 본인인증이 계속 안되는거죠? 16살은 가입도못하나요ㅠㅠ,0
7446,감사해요,1
6400,무료이체짱!,1
17465,메갈뱅크,0
7483,왜 자꾸 거절해,0
3295,ㅋㅋㅋㅋㅋ손모양..... 이건 너무 의도적이라 할 말이 없다 해지하고 삭제합니다 그냥,0
15687,"... 계속 다시 시도하라고, 이젠 접속도 안 되네요 차암내 ㅜㅜ",0
10073,오호 편해용,1
788,본인인증 방식을 더 추가해주세요. 본인명의 휴대폰이 없는경우 통장을 못만드네요. 카카오페이 처럼 신용카드 인증도 추가했으면 좋겠어요.,0
15599,기대 됩니다...주택담보대출도  해주면 완전 편할것 같아요,1
2518,편리해서좋아요 수수료도안나가고...,1
8648,아주좋슘당,1
599,갤럭시 s20울트라사용자입니다. 최근 기기소프트웨어업데이트 후 어플실행이계속되지않네요,0
13876,간단하게 가입되어 편리합니다.번창하시길 빌어요.,1
11222,굿,1
14753,가볍지만 사용자가 많아서인지 접속 안될때도 있어서 불편하기도해요,1
14046,개설하려니까 계속 실명인증 안된다고 오류가뜨네요...ㅠㅜㅠ 빨리 고쳐주세요..,0
11972,다 좋은데 카드 없이 입금도 가능했으면 좋겠습니다ㅠㅠ그 부분이 너무 불편해요..ㅠㅠ 계좌가 삼성페이에 등록도 안되고..ㅠㅠ,0
8166,편리함,1
11715,좋아요,1
15395,첫날부터 계좌개설 오류!! 주식까지 투자하며 기대 했는데 별로네요,0
13800,깔아놓고 안쓰는 기이한 어플 카드발급은 언제?,0
6059,카카오뱅크가 나오고 메인 은행이 카카오뱅크로 바뀜... 조나 편해!!! 앞으로도 쭉~~~,1
12063,굿,1
16322,아니 업데이트 하라고만 되어있고 업데이트 눌러도 먹통이고 어플 삭제하고 다시 설치하려고 설치버튼 눌러도 먹통이고 어쩌라는겨...,0
3086,신분증재확인대상 거래제한 ? 제출하신 신분증에 대한 확인이 진행 중입니다 도대체 언제 까지 확인하실건지.... 1040387,0
5641,어디서나 입금 출금 무료 간편 이체기능,1
1105,갤럭시에도 얼굴인식으로 잠금이 해제 할 수 있게 추가 해주셨으면 좋겠습니다.,1
4353,^^~^^사용하기가편해요,1
14249,가입을 했으나 패턴이 바로 나오지 않고 기기변경으로 본인확인을 계속 요청함 빠르게 조치 바랍니다.,0
15880,"방금 계좌개설을 위해 어플을 깔고 실행을 하자마자 오류뜨며, 오류창에서 상담톡도 실행할수없다고 뜨네요.. 첫날부터...  실망스럽네요",0
12724,충전이 대출인줄모르고 눌렀는데 어떻게하나요..,1
10744,AKIVA,0
6546,모임 통장은 참 신선하다,1
4825,아주좋아요~편함이~~,1
2354,카뱅 사용해보려 하는데 설치가안되요😭 다운로드 대기중이라고만 나오는데 왜이러는건가요? 혹시 저만그런가요ㅠㅠ,0
7034,이런 은행은 영원한 동반자로 하겠습니다,1
11427,최고,1
17206,굿,1
3374,이체가 빠른것 같습니다.,1
8328,그냥저냥,0
9834,좋아요,1
17336,좋아요,1
15033,참 불편하게 만든 편리한(?)모바일은행!!!!,0
1969,실용적이고 간단하여 쓰기편해요,1
6204,참 쉬운 카뱅,1
12472,만들거면 제대로 만들어주세요; 뭔놈의 신분증인식도 이름도제멋대로인식하고 계좌는자꾸안맞다고나오고 쓰라는건지말라는건지 개선좀;좋대서쓰러왔더니 장난하는것도아니고 카카오라서믿었는데개실미ㅡㅇ,0
12400,편하게 잘 쓰고 있어요,1
6228,너무편하고죠아요,1
15418,일단 등록시 한번의 오류도 없이 잘 진행됐음...새로운 금융패러다임이 오길,1
9811,편해요,1
12608,홍체인식 기능도 넣어주세요,1
5334,카카오뱅크 너무편하구 예금이자도높고 좋아요,1
2505,간편하고 수수료 없고 좋읍니다,1
14491,카카오뱅크에 전화를 걸어도 안받고 카드 새로등록할때 카드비밀번호 3번다틀려서 고객센터에 문의하라고만하고 그냥 카드 잘라버릴렵니다 직원들이 전화를안받는데 이깟거 써서 뭐합니까,0
311,"계좌이체 수수료 무료가 짱이다. 그리고 작은 돈이라도 매주, 매일 적금들어 돈모으는 재미도 쏠쏠. 자전거 출퇴근하며, 교통비 적금 매일 몇천원씩 적금 들었는데, 그돈이 많이 불었다. 금리 오른 다는데, 적금이나 하나 더 들어야지 ㅋㅋㅋ",1
3376,아주 편리하고 이자도 많고 좋내요.,1
7659,페미=메갈=카카오뱅크,0
10328,굿,1
6496,나만 메갈손 보고 온게 아니구나ㅋㅋ,0
7853,앱 관리 상담 엉망이네요,0
8081,좋아요,1
16166,서버 폭주인가요? 오류나네요,0
13436,Good,1
2832,수수료 평생 무료였으면 자주 이체하는데,0
8500,굿,1
10314,좋아 요,1
7254,1선발 은행어플이네요 ㅎㅎ,1
10673,좋아요 ..,1
1386,통장없어도되고 수수료도면제고 뭐든손쉬워서 좋네요,1
10518,좋아요,1
3781,편리해서 좋아요,1
17378,좋아요,1
13276,잘 쓰고있습니다~~,1
16409,노트1도 지원해주세요 카드좀만들게요,0
17293,좋아요,1
2572,말해뭐해 너무 좋아여 근데 이자 너무 비싸네요,1
5076,편하게 사용하기 좋다,1
13160,좋아.좋아,1
13080,베리굿,1
13535,기존은행이 아날로그 방식에 비교한다면 카뱅은 디지털방식~^^,1
54,카카오뱅크 편리하게 잘 사용하고 있습니다. 2.0 업데이트하고나서는 구성은 훨씬 좋아진것같지만 메뉴가 옆으로 넘어가지 않고 무조건 터치해야 넘어가는 부분은 상당히 불편합니다.,0
1671,"아직은 불편함,스마트폰 입력 출력 필요.",0
14115,좋아요. 완전 편함bb,1
13792,카뱅 적금 잘이용하고있습니다^^,1
14867,카톡문의 존재 이유를 모르겠음 문의하니 이용량 많다고 함 나중에 답변주는게 아니라 그렇게 많다고하고 끝임 ㅋㅋ 또 문의 해야한다는 건데..  고객이 무슨수로 언제 문의량 적은 시점을 알고 문의하나?ㅋㅋ,0
7468,카카오 최고죠~,1
7953,좋아요!!!,1
16999,좋아요~~~,1
10505,굿,1
15733,안됨 그냥 안됨 지혼자켜졌다가꺼졌다가 언론에선 계좌만 10만개 개설됬다는데 난 앱 초기화면만 봐야됨 최소한의 공지도 없음 돈은잘벌듯 소비자 불편은 무시하고 그냥 언론 인터뷰도 잘하고 있고 카카오뱅크 관련주식이나 사야겠다 고객님 죄송합니다 이런 되도안한 말보다 관련주중에 제일 저평가주나 알려주세요,0
16506,깔고 들어가서 폰 터짐..  화면 다 나갔는데 어플 바이러스?랑비슷하다는데 돈관련어플에 바이러스종류가있나요?하 추석에 연락때메 중고폰매장가서 비싸게주고 폰샀습니다^^,0
12305,간단하고 편리해서좋구요 잘사용하고있읍니다.언제나보안이랑 사고에 신경쓰시고 좋은상품 많이부탁드려요,1
3361,좋아요 깔끔하고 편리합니다,1
17350,굿,1
13303,너무 좋아요,1
3453,사용하기 편하네요 금리도 좋고~^^,1
7769,사용하기편함,1
8694,최고 수준,1
12037,굳,1
16796,아니 무슨 실명인증도 안돼요? 그냥 쓰지말라는건가요?,0
13138,카뱅이최고인듯,1
15065,키자마자 무한 재시작,0
1697,"이번에 새로생긴 신용정보 올리기 이용하는데, 공인인증서 입력하고 기다리는데.. 50퍼센트 정도에 '외부기관에서 신용정보를 가져오고있습니다?' 비슷한 문구였던거같은데.. 거기서 어플이 계속 강제종료되네요 확인해보셔야 할꺼같아요.",1
13805,외국인은 안되나바요.,0
16580,다 좋은데 앱 다운 후 실행하는 거나 좋아요 누르는거 하면 캐쉬가 안들어와요 한두번도 아니고..;;,0
6517,사용하기 편해요.,1
1917,나이 먹은 사람들도 너무나 편리해요. 정말 좋은 은행 이어요!,1
13887,"와.... 카드발급이 안되어 어제 카톡상담으로 물어봐도 하루가 지났는데 답변도 없네요,,, 결국 고객센터로 전화해도 25분을 기다렸으나 통화도 안되고.... 뭐하자는건지...",0
3437,🥰 애용하는 카카오뱅크 ~~~ 수수료 무료 ~ 다양한 이벤트두 있고 저금통 잘 활용하고 있어요 ㅋㅋㅋㅋㅋㅋ 발전하는 카뱅 바래여,1
9499,좋아요,1
16793,최고~!!  편합니다.,1
17538,미성년자 못함 미성년자 못함 미성년자 못함 미성년자 못함 미성년자 못함 미성년자 못함 미성년자 못함 미성년자 못함 미성년자 못함,0
4897,거지같아 업데이트안되네,0
13311,"핸폰을 초기화 하고 앱을 다시 설치 했는데, 본인 인증문자가 안와서 사용 못하고있어요. 고객센터에 문의 했더니 스팸번호로 등록 되었는지 확인하래서 했는데 그건 아닙니다. 심지어 카카오 카드로 교통카드 사용하는데 결제금액 얼마라고 문자 왔습니다. 왜 본인인증 문자만 안오는거죠? 해결해주세요.",0
16155,대한인국 화이팅,1
4299,40대 후반의 남자. 카카오뱅크는 편리하다. 이말 한마디면 정리끝,1
2446,너무 편하고 좋아요 수수료부담 없음,1
5625,쓰기 편해요,1
7437,페미어플인가요??,0
2899,편하고 좋아요 계속 이것만 쓰네요,1
7560,카카오뱅크 좋아요 짱짱,1
10516,굿,1
15680,계속 재실행되네요. 바보같은 앱,0
15727,낮에 서버 폭주되서 계좌개설 힘들었는데 이제야 체크카드 발급신청까지 끝마쳤네용,1
7515,쓰레기같은 앱,0
15650,기대가 많았던 만큼 실망이 크네요. 에러는 계속나고 상담원은 업무시간이 아니라도 연락이 안되고... 이쁜것 보다는 금융앱은 안정성이 우산인데...,0
13172,최고,1
14376,카뱅 좋은뎅ㅎㅎ '세이프박스' 찾기가 좀 힘들었지만 죻탕♥ 입금만했지 이체를 해본적없어서 그런가 전 아직 만족입니다~! 솔직히 리뷰보다보면 타은행에서 댓글알바 쓴느낌들음....(갤럭시S8),1
9702,편해요ㅡ,1
12868,체크카드 결제할때 잔액도 표시가 되면 좋겠습니다,1
13005,매우편리하고간편하며 최고의은행입니다!,1
121,계좌에서 저금통으로 동전이 않쌓여요... 2만원 이상 천원백원단위가 있어도 따로 빠져나가지 않네요...,1
6992,다른 카카오계정으로 로그인 할수있도록 해주세요,0
14797,"아니ㅋㅋ 사람이많아서 대출하는데 늦을수도, 밀릴수도, 상담어려울수도있는거지 ㅋㅋ  그렇게 뭐같으면 다른은행에서 대출받던가  카카오뱅크 대출이 다른곳보다 좋아서 하려는거아냐??  무튼 난만족",1
10577,Good,1
10260,개좋음,1
5316,간편합니다.~~~ 최고에요.,1
10166,조아요,1
8138,최고!!,1
6638,너무좋와요,0
15994,오픈첫날부터...안되네 불안함,0
8857,좋소,1
1269,잘만든거같아요 이용도편리하고 수수료없이 편의점출금가능한카드는 정말대박탬 카카오 기업이된이유가분병있을듯.!,1
17162,굳,1
8490,조아요조아,1
7985,조랑오세요 좀도늫ㄷㅅㄷㅇ3,1
8023,굳 좋아요,1
13241,ㆍ수수료가 없는게 매력,1
12424,좋습니다.,1
13107,오류 뭐 이렇게 많죠 ??? 주민번호 틀렸다.뭐다 이제 다 되니 오전까지만해도 잘 되던 비번 오후에는 틀렸다고 입출금 막네여... 걍 안쓸래여케이뱅크쓸래여,0
3544,편리하고 좋아요,1
14191,편리하네요,1
14228,차후에는 모르겠지만 확실히 현재는 이용안하는게 좋겠습니다. 뭐 하나 하려면 거의 정신병 걸리는 수준입니다.상담원 연결도 2~3시간 걸리더군요.이익을 창출을 위한 너무급한 대책없는 출시인것같습니다.,0
11701,좋아요,1
13001,카카오뱅크오랜만에 쓰려니깐 비번까먹었드니 영상통화해야된대서 부담스럽드라고요 혹시 영상통화없이 걍 계정을지울수있나요?ㅜㅜ어차피계좌에돈도없거든요,0
3011,빠르고 넘편해요 다른은행거래는 이제안하게 되더라구요,1
6905,인증번호가 안와요 ㅠ,0
3925,정말간편하게쓸수있어서 좋아요,1
4788,완전 좋아요~^^ 넘 편리한 내손의 은행,1
2419,만14세 미만이여서 너무너무 아쉽네요. 다른 카드로하는데서는 너무 복잡하다고해서 카카오뱅크로 하려고 했는데 만14세 미만이라고해서 너무 딸이 실망했어요.,0
12395,간편하고 좋아요.,1
14291,진심 밑에  별1개준사람들은  알바가틀림없네요 리뷰보고쫄아서 할까말까햇는데  진짜 막히는거없이 바로 계좌만들엇어요  짐작컨데 타행은행에서 알바풀어서 쓴글같네요ㅋㅋㅋㅋ잘이용할께용~~,1
13623,간편하고 좋아요,1
14996,안되자나여..안만들어지잖아요..계속틀ㄹ리대잖아요..,0
421,미맥스 3로 기기 변경 후 로그인이 안되여. 전화번호가 등록된 기기에서만 이용가능하다고 메시지가 뜹니다. 다른 은행앱들은 다 잘됩니다. VoLTE 같은 것을 등록해야하나요?,1
8595,애용,1
3405,편리하고 신뢰가 갑니다,1
153,"노트3 안드로이드5.0 버전 쓰고 있습니다. 최근 업데이트된 모임통장기능을 쓰려고 했습니다. 친구가 모임통장을 만들고 제가 초대를 받았는데, 초대 링크를 터치하고 카카오뱅크로 넘어가면 모임통장이 표시가 안됩니다.  각각 연결된 카톡계정 인증 및 본인명의의 스마트폰을 사용하고 있습니다.  체크 부탁드립니다.",0
9646,개편햄,1
379,잘 사용하던 카카오뱅크 갑자기 왜 이러나요? 다른기기에 어쩌구저쩌구 몇번이나 계속 반복이니 스트레스받네요. 쓰라는건지 말라는건지... 조치는 해주셔야 하는거 아닌가요? 이런 현상이 지속적으로 일어나서 행여나 돈 털리면 많은 회원들 보상은 어떻게 해주시려고요 ?,0
12332,이체할때확인안돼면재입력부분시간을쫌늘렸으면좋겠네요,1
17201,좋아요,1
11638,굿,1
10432,간편해요,1
13543,심플하고 사용하기 편합니다.,1
4677,재밌는게 정말 많아 좋아요!,1
7948,조아요~^^,1
3649,본인인증하는데 계속 본인인증 왜 실패 뜨나요? 내이름 내생년월일 다 맞게 쳤는데?,1
7523,메갈 홍보팀...,0
8151,최악,0
14499,레알최악 6시 땡하고 한도조회할라해도 암것도안됨 광클신공이고 모고 30분넘게 이짓만 하고 있어도 안됨 인터넷은행이 이러는게 말이 되너,0
6983,남혐해명 제대로 해보자 좀,0
1984,브로콜리나 뱅크샐러드와 연동 되게해주세요!!!!!!!다른건 아직까지 너무좋습니다,1
14067,진짜 짜증나네 ? 카드발급 시킨지가 거의2달이 되어가는데 맨날 곧 도착한다고 말만하고 뭐하자는거지  심지어 고객센터 전화도 못해 1:1 문의도 사용인원 초과로 되는게 하나도 없어 경고하는데 이번주 안으로 카드 안오면 돈이고뭐고 적금 다빼고 카뱅 삭제한다,0
11166,good,1
4443,간편함 실용적 최고,1
16590,핸드폰명의가 본인이아닌사람은 못쓰는건가요,0
11644,좋아요,1
16850,아주 안 좋아,0
12345,카톡송금 넘 간편해서 편리함,1
9021,짱편함,1
1210,지문인식이 되지 않아서 힘들어요...,0
11871,응원합니다!!,0
2994,해외에 사는 한국인들도 깔 수 있는 서비스를 만들어주시면 좋겠습니다.,0
6006,퐁이 짱,1
14005,너무 편하다.  인증서도 없고 보안카드도 없고 ㅎㅎ,1
16347,체크카드가 엘지페이에 등록될 수만 있으면 더없이 좋을듯합니다.,0
15463,어떻게 하루종일 오류가 뜨나요 진짜 최악,0
7291,형냐들 나만불편해?ㅠㅠ,0
6732,좋아여 ㅎㅎ편해요,1
7366,포스터 해명하세요,0
8908,굿,1
12422,편리해서 좋아요,1
642,이번 업데이트 부터 앱 실행시 검정화면에서 진행되지 않거나 패턴을 2번 그려야 합니다. 너무 불편합니다. 빠른 조치 좀 취해주세요.,0
586,어플을 지우면 재설치시 모든 항목을 다시 설정해야 합니다 어플만 지웠다 설치했다 할순없나요? 기존정보는 유지될수 있도록~~,0
2614,잘 사용하는 중인데여.. 더 나아지길 바랍니다,0
3919,연일 저 손모양으로 난리인데 이걸쓴다고? 대놓고 폐미라는거아닌가? 혜지합니다,0
10384,편해요,1
4932,너무좋아요 편하고좋아요,1
9096,조아요,1
10520,좋네요,1
1648,"수수료가 없어 24시간편리,적금예금 모두 편리",1
6915,그저 쓰레기 같은 앱,0
1798,미친다 카뱅업뎃이 안되서 콜센타 전화했더니 삭제하고 재설치하라해서 하고 있는데 설치안됨 미친다. ㅠㅠ 송금해야되는데 환장하네.,1
2506,편리하고 실용적이다,1
2754,이체 이력 일괄 삭제 기능이 필요.,1
14202,공지라도해주지,0
15964,한글명 검색하면 왜 케이뱅크가나오죠? 한참을 찾았네,0
15135,좋아요,1
3377,아무것도 안했는데 왜 갑자기 루팅기기라고 안되나요 이번에 산성 업뎃 받았을뿐인데 갤럭시s10 5g유저,0
12302,홍미노트 4x 에서 패턴입력후 행걸립니다. 돈을 못빼고있어요 언능고쳐줘요,0
3942,카뱅 편합니다 충성충성 했는데 메갈기업이요?? 대응이 어째 GS랑 다를바 없네요? 수고하세요 토스 넘어갑니다,0
6163,업데이트가안되요,0
13732,신분증 촬영에서 번번히 실패,0
15793,greenfy 깔려있으면 계속 재실행됩니다,0
929,매우 편리하고 수수료도 걱정없고 캐시백도 좋고 지금까지 사용해본 은행중 최고입니다,1
14340,이제슬슬대부업진출준비하는듯ㅋㅋ,0
1059,안드로이드12업데이트후 지문인식이 안되요.,1
5785,업데이트작작하자,0
14386,아니 분명 제 주민번호가 맞는데 아니라고하면 어떡해야하죠 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
1803,업데이트 하라고 해서 했는데 안돼서 지우고 다시 다운받는데도 다운안받아집니다,0
7881,너우편리함,1
12555,잘되다가 갑자기 네트워크 오류라고 떠요ㅠㅠㅠ..,1
16105,최고!,1
16335,"아 신분증 좀 잘 찍어줘봐요 30일 개설하고 오늘 재촬영떠서 또 했는데 인식 오지게 못하네 소스를 다른걸로 바꾸던가요 아 내돈 
체크카드까지 신청했는데 아 C 내돈...",0
5211,편하고 좋아요,1
8026,펴ㄴ해요~,1
9500,굿,1
9353,좋아용,1
15171,카카오뱅크자체는 좋은데 앱은 아직 개선의 여지가 많은것같습니다. 특히 세이프박스에서 추가금액입력과 출금금액입력기능은 꼭좀 추가됬으면합니다.  넣을돈을 기존들어있던 금액에 계산기로 더해서 넣어야하는 불편함이있어요,0
11142,좋아요,1
16017,"좋아요., 쵝오!. ♡♡♡",1
7702,좋아요 ㅎㅎ,1
13710,편하고 좋습니다. 부서직원들간 식사 후 결재가 좋아요,1
7316,카카오페이지 캐시 안줌,0
1581,계좌 내역 확인하려고만 하면 자꾸 튕깁니다 3번을 지웠다가 다시 깔았는데도 계속 그러네요..,0
12686,지문인식 로그인이 안됩니다...지문은 읽는데 로그인이 안됩니다.,0
13143,편해서좋습니다~~,1
3164,농X 보다는 오류도없고 사용하기 편하네요,1
17218,최고,1
7947,짱 굿 쵝 👍,1
10701,좋아요,1
9572,편함,1
10386,편해요,1
5110,카카오페이지에서 보고 오신분 깔지마세요 계좌 개설해야한다고 뜹니다;;;,0
14825,솔직히 이거 털리면 우리나라 흔들흔들함,0
14620,좋아요,1
10154,좋아요,1
5880,때가 왔다 1점 수호대여.... 이곳에 집결하라!,0
6469,잔액보이는 위젯 좀 만들어주세요ㅠㅠ,0
413,모임통장 만들어주셔서 감사합니다. 너무 유용하게 쓰고있어여. 카카오뱅크없음 안되여 항상 열일해주심에 박수를 보냅니다. 아참. 업뎃후 계좌이체시 계좌정보 적는게 좀 어렵게 변하긴했네요.,1
8810,페미묻음,0
11766,사진을 가로로 찍든 세로로찍든 왜 20분동안 시간을투자해야되는지 모르겠네요 그냥 개설안하고 말지ㅋ,0
2261,좀더 편리하고 심플하게,1
8981,앱 실행 안 됨. 인증서 어쩌구 하면서 꺼짐.,1
5170,신분증 사진도안찍히고 그냥 적을려니까 그것도 안되네요..,0
1266,업뎃시도하래서 하는데 여섯번을업데이트해도 로딩만뜨고 ㅎㅎ 뭐 어쩌라는거죠,0
8937,좋아요,1
4109,최악입니다 주민번호를 쳐넣어줘도 못알아보네 이름다르다는데 먼 ㅋㅋㅋㅋ 제이름도 모를까요?,0
14566,인증서비밀번호가뭔가요ㅠㅠㅠㅠㅠ,0
17417,홧팅,1
6637,무조건 좋아요 ^^,1
10752,예금이벤트 이게 뭔가요?? 안하느니만 못한 이벤트였던것 같습니다.. 거기다가 상담톡도 안되고 이체도 안되고...이번엔 좀 실망이네요 ㅠ,0
6408,돈을 모으기 최고예요,1
4857,다운로드안됨 알려준 방식대로 해도 안됨,0
67,송금을 받기 버튼을 안 누르면 취소되는 기능은 왜 만든거죠? 이중으로 송금을 귀찮게 만들어 둔 덕분에 토스 이용합니다. 돈을 보낼때도 한번 카카오로 충전한 다음에 보내는 신박한 기능은 감탄을 자아냅니다. 카카오 이용할 바에는 다른 은행앱 이용하는 거 덜 번거롭고 편리합니다.,0
15197,"오후여서 그런지 생각보다 원활하게 계좌 개설하였고, 만족스럽습니다. 다만 체크카드 디자인은 선택 불가한건지, 선택하는 란이 도저히 없길래 어피치 못받고 라이언 받는게 좀 아쉽네요ㅠㅠ",1
2420,뱅크부터 페이까지 불편함없이 잘 사용하고있습니다^-^,1
13723,설치했는데 앱이 실행이 안되네요,0
4478,무료로 계좌이체 가능해서 굿이여^^,1
16497,그 카뱅을 실행하니 잠금화면이 무조건 핀번호 찍으라고 바뀌어서 카뱅삭제했는데도 그래요. 노크코드가 편한데 바꿀수있는 방법 없습니까?,1
